Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Year,Month,Day,Temperature_orig,Humidity_orig,Wind_Speed_orig,Soil_Quality_orig
Sugarcane,Sandy,6.75,29,71,8,65.0,48.0,36.0,43,2015,6,2,28.89742023955783,71.10257976044217,7.578437291991484,43.45833333333333
Soybean,Saline,8.0,31,69,7,58.5,55.0,49.50000000000001,14,2019,6,1,31.145982567925707,68.8540174320743,7.002192564798554,13.583333333333334
Wheat,Clay,6.25,21,79,6,66.0,50.0,36.0,44,2018,1,11,21.27830460313057,78.72169539686942,6.169415461293724,44.33333333333333
Corn,Peaty,5.5,15,80,13,66.0,49.50000000000001,35.0,25,2015,2,12,15.082522276555643,80.0,12.798808986905096,25.08333333333333
Wheat,Saline,8.0,22,78,8,71.5,55.0,40.5,14,2015,10,13,21.813647832829847,78.18635216717016,7.7179547803422945,13.916666666666666
Sugarcane,Sandy,6.75,19,80,13,65.0,48.0,36.0,43,2016,9,4,19.047837150694416,80.0,13.34243434445962,43.45833333333333
Tomato,Peaty,5.5,16,80,10,55.0,40.5,35.0,22,2017,10,10,15.762697065214129,80.0,9.990279620421571,21.75
Corn,Loamy,6.5,25,75,5,84.0,66.0,50.0,67,2016,11,18,24.5854365176543,75.4145634823457,4.836841496224224,66.66666666666667
Wheat,Clay,6.25,23,77,7,66.0,50.0,36.0,44,2021,5,6,22.94219960123184,77.05780039876817,6.504150991990648,44.33333333333333
Sunflower,Loamy,6.5,30,70,17,70.0,66.0,55.00000000000001,64,2022,12,27,29.94513607552156,70.05486392447844,16.53441744567521,63.66666666666666
Soybean,Saline,8.0,16,80,14,58.5,55.0,49.50000000000001,14,2021,1,1,15.668130645073212,80.0,14.07296368682764,13.583333333333334
Rice,Loamy,6.5,35,65,10,91.0,72.0,55.00000000000001,73,2014,8,31,35.19404500227401,64.80595499772599,10.390717251548615,72.66666666666667
Barley,Sandy,6.75,18,80,10,50.0,40.0,30.0,35,2022,9,24,17.56926716155399,80.0,9.854365688095708,35.0
Sugarcane,Clay,6.25,36,64,10,78.0,60.0,48.0,54,2020,8,10,36.40196000757453,63.59803999242547,10.371727386117092,54.25
Corn,Sandy,6.75,28,72,12,60.0,44.0,30.0,39,2018,6,17,28.32392436028736,71.67607563971264,12.415595544382164,39.08333333333333
Potato,Clay,6.25,26,74,14,66.0,50.0,36.0,44,2022,7,16,25.66345966646758,74.33654033353241,14.152998244746795,44.33333333333333
Sugarcane,Loamy,6.5,38,62,13,91.0,72.0,60.0,74,2023,8,2,38.020214449537285,61.97978555046272,13.424863387996703,74.33333333333333
Sugarcane,Clay,6.25,27,73,14,78.0,60.0,48.0,54,2023,10,8,27.168135013160125,72.83186498683988,14.07736904662837,54.25
Rice,Clay,6.25,23,77,9,78.0,60.0,44.0,53,2020,4,15,23.08461270737592,76.91538729262409,9.309187154314843,53.08333333333333
Sunflower,Loamy,6.5,14,80,13,70.0,66.0,55.00000000000001,64,2022,12,23,14.408655337880532,80.0,12.97735798613918,63.66666666666666
Barley,Clay,6.25,35,65,9,60.0,50.0,40.0,44,2020,6,5,34.68191124628634,65.31808875371365,9.056058717559228,43.75
Sunflower,Loamy,6.5,31,69,13,70.0,66.0,55.00000000000001,64,2017,7,13,31.061653441497818,68.93834655850219,13.23697371170254,63.66666666666666
Sunflower,Sandy,6.75,39,61,10,50.0,44.0,33.0,37,2021,7,18,39.12178049191844,60.87821950808157,10.124773478017232,37.04166666666667
Rice,Peaty,5.5,27,73,13,71.5,54.0,38.5,27,2014,1,15,26.871647017461942,73.12835298253806,13.043598078061894,27.33333333333333
Tomato,Sandy,6.75,28,72,10,50.0,36.0,30.0,34,2020,4,13,28.14849858193424,71.85150141806577,9.613596517102437,33.83333333333333
Tomato,Peaty,5.5,24,76,5,55.0,40.5,35.0,22,2019,3,11,23.915548937571312,76.08445106242868,4.531994201642904,21.75
Wheat,Peaty,5.5,25,75,17,60.50000000000001,45.0,31.5,23,2021,3,24,25.36826667359976,74.63173332640025,17.30175845526241,22.83333333333333
Tomato,Saline,8.0,20,80,9,65.0,49.5,45.0,13,2019,9,4,19.874993452970863,80.0,8.6119201766866,13.291666666666666
Potato,Loamy,6.5,22,78,7,77.0,60.0,45.0,61,2019,3,25,21.78791939167802,78.21208060832198,7.161680397027934,60.66666666666666
Corn,Clay,6.25,14,80,12,72.0,55.00000000000001,40.0,49,2020,10,3,13.610980842709974,80.0,12.294004582114743,48.70833333333333
Barley,Saline,8.0,17,80,14,65.0,55.0,45.0,14,2021,9,21,17.334842047644884,80.0,13.86335854414354,13.75
Corn,Clay,6.25,37,63,8,72.0,55.00000000000001,40.0,49,2023,8,25,36.51745060807928,63.48254939192072,7.945258525004358,48.70833333333333
Potato,Saline,8.0,19,80,12,71.5,55.0,40.5,14,2015,11,8,19.1189379544988,80.0,11.507535053312626,13.916666666666666
Potato,Sandy,6.75,33,67,9,55.00000000000001,40.0,27.0,36,2022,4,5,33.01154644052153,66.98845355947847,9.414239132351724,35.58333333333333
Soybean,Peaty,5.5,28,72,9,49.5,45.0,38.5,22,2015,7,26,28.34325279312393,71.65674720687608,9.340768755934558,22.166666666666668
Sunflower,Sandy,6.75,12,80,10,50.0,44.0,33.0,37,2015,1,2,12.453698334856409,80.0,10.321223509896368,37.04166666666667
Corn,Loamy,6.5,26,74,14,84.0,66.0,50.0,67,2015,11,27,25.64955710742161,74.35044289257839,14.44147645800724,66.66666666666667
Barley,Sandy,6.75,34,66,10,50.0,40.0,30.0,35,2015,7,18,34.23727526181441,65.7627247381856,9.585215518148402,35.0
Rice,Peaty,5.5,17,80,12,71.5,54.0,38.5,27,2021,4,25,17.231769483677112,80.0,12.438809507807946,27.33333333333333
Rice,Sandy,6.75,10,80,11,65.0,48.0,33.0,43,2019,12,19,9.865406504216994,80.0,11.03279394516715,42.58333333333333
Corn,Sandy,6.75,20,80,9,60.0,44.0,30.0,39,2022,10,17,19.584263076150545,80.0,9.263690341321764,39.08333333333333
Sugarcane,Peaty,5.5,16,80,11,71.5,54.0,42.0,28,2018,2,24,15.759145394681996,80.0,10.697301527167852,27.916666666666668
Tomato,Sandy,6.75,30,70,12,50.0,36.0,30.0,34,2019,4,5,29.63772574734061,70.36227425265939,12.472931141707637,33.83333333333333
Potato,Peaty,5.5,39,61,15,60.50000000000001,45.0,31.5,23,2014,8,26,38.98215183321055,61.01784816678945,14.9919588394243,22.83333333333333
Tomato,Saline,8.0,30,70,6,65.0,49.5,45.0,13,2018,3,3,30.498738281423734,69.50126171857627,6.161437539864203,13.291666666666666
Wheat,Loamy,6.5,28,72,8,77.0,60.0,45.0,61,2020,4,5,28.38107955521481,71.61892044478519,7.895951985078694,60.66666666666666
Sunflower,Peaty,5.5,21,79,2,55.0,49.50000000000001,38.5,24,2017,12,2,20.64316993328019,79.35683006671981,2.3722546587412534,23.83333333333333
Tomato,Sandy,6.75,29,71,9,50.0,36.0,30.0,34,2020,4,23,28.66651120048233,71.33348879951768,8.572545950271865,33.83333333333333
Sunflower,Sandy,6.75,9,80,11,50.0,44.0,33.0,37,2017,2,2,9.030787617093551,80.0,10.530937377299152,37.04166666666667
Corn,Sandy,6.75,33,67,9,60.0,44.0,30.0,39,2019,7,12,32.87191031671023,67.12808968328977,8.65558322880954,39.08333333333333
Sunflower,Sandy,6.75,15,80,8,50.0,44.0,33.0,37,2015,12,19,14.929009651176688,80.0,8.266271525044477,37.04166666666667
Barley,Loamy,6.5,18,80,12,70.0,60.0,50.0,60,2023,9,27,17.688696438878434,80.0,12.3709367608112,60.0
Corn,Clay,6.25,25,75,12,72.0,55.00000000000001,40.0,49,2023,10,24,24.81204840999532,75.18795159000469,12.419660640655572,48.70833333333333
Sunflower,Sandy,6.75,19,80,9,50.0,44.0,33.0,37,2014,11,25,18.68838201850436,80.0,8.781545750278589,37.04166666666667
Barley,Loamy,6.5,16,80,13,70.0,60.0,50.0,60,2023,11,13,16.21821876518478,80.0,13.165297532152486,60.0
Corn,Sandy,6.75,34,66,6,60.0,44.0,30.0,39,2016,7,5,33.51823212352,66.48176787648,5.856827613598524,39.08333333333333
Sunflower,Peaty,5.5,25,75,13,55.0,49.50000000000001,38.5,24,2018,2,20,24.71778353332125,75.28221646667876,13.06063692443805,23.83333333333333
Wheat,Peaty,5.5,25,75,10,60.50000000000001,45.0,31.5,23,2018,4,23,25.365588493473663,74.63441150652633,10.484587966209796,22.83333333333333
Tomato,Sandy,6.75,33,67,14,50.0,36.0,30.0,34,2021,5,8,33.251634059215625,66.74836594078437,14.468953896315057,33.83333333333333
Potato,Sandy,6.75,31,69,12,55.00000000000001,40.0,27.0,36,2020,3,28,31.0373459822694,68.96265401773061,11.89656927365046,35.58333333333333
Soybean,Clay,6.25,12,80,12,54.0,50.0,44.0,43,2021,12,29,12.146028138199878,80.0,11.535198466990554,43.16666666666667
Sunflower,Peaty,5.5,24,76,11,55.0,49.50000000000001,38.5,24,2023,10,21,23.61338930881817,76.38661069118183,10.59751959595265,23.83333333333333
Corn,Saline,8.0,12,80,7,78.0,60.50000000000001,45.0,15,2019,12,23,12.007363274109242,80.0,6.625915791877407,15.291666666666666
Barley,Loamy,6.5,13,80,7,70.0,60.0,50.0,60,2016,2,23,13.201947201056385,80.0,7.135223480133035,60.0
Barley,Loamy,6.5,37,63,6,70.0,60.0,50.0,60,2018,7,11,36.6349805879495,63.3650194120505,6.169715187885634,60.0
Soybean,Loamy,6.5,21,79,7,63.0,60.0,55.00000000000001,59,2022,5,3,20.503855041413885,79.49614495858611,6.930628015372792,59.333333333333336
Sunflower,Peaty,5.5,34,66,11,55.0,49.50000000000001,38.5,24,2018,3,11,33.522467885129494,66.47753211487051,11.450891226958674,23.83333333333333
Corn,Clay,6.25,18,80,12,72.0,55.00000000000001,40.0,49,2023,4,12,18.28267582380215,80.0,12.300578202369271,48.70833333333333
Barley,Sandy,6.75,24,76,12,50.0,40.0,30.0,35,2023,2,14,24.210890721538373,75.78910927846162,11.61007825061582,35.0
Corn,Saline,8.0,14,80,11,78.0,60.50000000000001,45.0,15,2015,12,4,14.275862529699312,80.0,10.92224958754676,15.291666666666666
Potato,Loamy,6.5,16,80,13,77.0,60.0,45.0,61,2016,2,1,16.498205937219026,80.0,12.53065122750668,60.66666666666666
Barley,Clay,6.25,30,70,9,60.0,50.0,40.0,44,2014,5,25,29.789660276078425,70.21033972392158,8.772227635186779,43.75
Sugarcane,Sandy,6.75,23,77,12,65.0,48.0,36.0,43,2019,5,31,22.64902075022616,77.35097924977384,12.440196207009851,43.45833333333333
Rice,Peaty,5.5,17,80,7,71.5,54.0,38.5,27,2015,9,15,17.375625917705673,80.0,7.075849880212584,27.33333333333333
Corn,Clay,6.25,13,80,4,72.0,55.00000000000001,40.0,49,2022,2,23,12.69088145458878,80.0,4.370541460730465,48.70833333333333
Soybean,Sandy,6.75,23,77,8,45.0,40.0,33.0,34,2016,12,9,22.841158663686567,77.15884133631343,7.50782457182469,34.41666666666667
Sugarcane,Clay,6.25,29,71,12,78.0,60.0,48.0,54,2016,8,22,28.96272308907714,71.03727691092286,11.830670689633102,54.25
Sunflower,Sandy,6.75,21,79,12,50.0,44.0,33.0,37,2021,11,1,21.08118304754613,78.91881695245387,11.742031241154551,37.04166666666667
Soybean,Sandy,6.75,35,65,10,45.0,40.0,33.0,34,2014,7,21,34.65530101897623,65.34469898102377,10.05572783548892,34.41666666666667
Potato,Peaty,5.5,28,72,15,60.50000000000001,45.0,31.5,23,2014,4,7,27.542829386791595,72.4571706132084,14.891745910990188,22.83333333333333
Rice,Saline,8.0,20,80,11,84.5,66.0,49.50000000000001,17,2014,12,16,19.72238566099251,80.0,11.236327615411714,16.666666666666668
Corn,Sandy,6.75,20,80,7,60.0,44.0,30.0,39,2019,1,30,20.034640535460785,79.96535946453922,6.956745393211572,39.08333333333333
Rice,Saline,8.0,31,69,5,84.5,66.0,49.50000000000001,17,2019,9,6,31.027549568394825,68.97245043160518,4.612382801867094,16.666666666666668
Sunflower,Clay,6.25,21,79,8,60.0,55.00000000000001,44.0,46,2023,2,22,21.47367324715896,78.52632675284104,8.172453434578646,46.375
Sunflower,Peaty,5.5,9,80,11,55.0,49.50000000000001,38.5,24,2014,9,5,9.488294445238235,80.0,10.51627862839549,23.83333333333333
Corn,Clay,6.25,17,80,11,72.0,55.00000000000001,40.0,49,2023,1,5,16.525796941088696,80.0,10.560411727442876,48.70833333333333
Barley,Loamy,6.5,9,80,3,70.0,60.0,50.0,60,2018,2,28,8.747962713995427,80.0,3.3880789595859504,60.0
Barley,Sandy,6.75,25,75,17,50.0,40.0,30.0,35,2015,3,13,25.41014964694057,74.58985035305942,16.855625864982716,35.0
Corn,Sandy,6.75,33,67,12,60.0,44.0,30.0,39,2022,7,1,32.62476698154813,67.37523301845187,11.984457108609558,39.08333333333333
Sugarcane,Clay,6.25,13,80,13,78.0,60.0,48.0,54,2020,12,19,13.38500283975498,80.0,12.67887309467509,54.25
Rice,Peaty,5.5,37,63,10,71.5,54.0,38.5,27,2019,6,7,37.063447542729065,62.936552457270935,9.96673298041692,27.33333333333333
Potato,Loamy,6.5,27,73,11,77.0,60.0,45.0,61,2018,3,17,26.773888614958004,73.226111385042,11.139434432857474,60.66666666666666
Sugarcane,Saline,8.0,9,80,10,84.5,66.0,54.0,17,2019,12,13,9.192724360610123,80.0,9.996803335015285,17.041666666666668
Potato,Clay,6.25,22,78,11,66.0,50.0,36.0,44,2014,11,7,21.70613316346242,78.29386683653757,10.967578789767902,44.33333333333333
Sunflower,Clay,6.25,27,73,12,60.0,55.00000000000001,44.0,46,2016,7,6,26.84196777384837,73.15803222615162,12.054114693948714,46.375
Barley,Clay,6.25,22,78,3,60.0,50.0,40.0,44,2020,9,24,22.266828253981963,77.73317174601803,3.4327689006902657,43.75
Sugarcane,Sandy,6.75,21,79,11,65.0,48.0,36.0,43,2016,9,22,21.47491212108269,78.5250878789173,10.609562490815794,43.45833333333333
Tomato,Peaty,5.5,26,74,11,55.0,40.5,35.0,22,2015,3,2,26.286854730559263,73.71314526944073,10.580760985197095,21.75
Corn,Saline,8.0,20,80,10,78.0,60.50000000000001,45.0,15,2018,11,6,20.45640870677144,79.54359129322856,9.741045631284388,15.291666666666666
Tomato,Clay,6.25,15,80,10,60.0,45.0,40.0,42,2020,1,11,14.709785987206477,80.0,9.638259531898116,42.29166666666667
Cotton,Sandy,6.75,26,74,15,55.00000000000001,44.0,36.0,39,2021,11,8,25.647445814710963,74.35255418528904,14.535094528001542,39.375
Rice,Loamy,6.5,24,76,11,91.0,72.0,55.00000000000001,73,2018,10,31,23.72243316656248,76.27756683343752,11.07968499368416,72.66666666666667
Corn,Peaty,5.5,26,74,13,66.0,49.50000000000001,35.0,25,2015,4,15,26.23085215181285,73.76914784818715,13.327298396430155,25.08333333333333
Tomato,Sandy,6.75,25,75,10,50.0,36.0,30.0,34,2018,6,24,24.629349757221515,75.37065024277848,10.347130993441358,33.83333333333333
Sugarcane,Clay,6.25,35,65,10,78.0,60.0,48.0,54,2014,7,3,35.08062393950236,64.91937606049764,10.42991891500001,54.25
Cotton,Saline,8.0,17,80,7,71.5,60.50000000000001,54.0,16,2016,12,3,16.629025897820952,80.0,6.58057552001902,15.5
Tomato,Sandy,6.75,11,80,10,50.0,36.0,30.0,34,2017,1,30,11.487526378931284,80.0,9.73256826477661,33.83333333333333
Corn,Sandy,6.75,20,80,15,60.0,44.0,30.0,39,2019,1,27,19.97510675641666,80.0,15.30271956282147,39.08333333333333
Wheat,Loamy,6.5,19,80,12,77.0,60.0,45.0,61,2018,10,11,19.39427575238286,80.0,11.800008032752856,60.66666666666666
Sugarcane,Peaty,5.5,13,80,11,71.5,54.0,42.0,28,2023,12,24,12.644275132402528,80.0,11.115977755410078,27.916666666666668
Sugarcane,Saline,8.0,27,73,10,84.5,66.0,54.0,17,2020,4,9,27.389119344014773,72.61088065598523,10.291952844797503,17.041666666666668
Soybean,Loamy,6.5,12,80,9,63.0,60.0,55.00000000000001,59,2019,1,1,11.595757490272302,80.0,9.431345022221668,59.333333333333336
Tomato,Peaty,5.5,30,70,9,55.0,40.5,35.0,22,2023,4,20,30.126501049683423,69.87349895031657,8.544479998735635,21.75
Barley,Peaty,5.5,36,64,6,55.0,45.0,35.0,22,2018,7,1,35.54942425595308,64.45057574404692,5.981252580336898,22.5
Wheat,Loamy,6.5,36,64,14,77.0,60.0,45.0,61,2016,8,17,36.28287562705327,63.717124372946735,13.910845393263022,60.66666666666666
Barley,Saline,8.0,38,62,10,65.0,55.0,45.0,14,2018,7,29,37.87513627405025,62.12486372594975,10.043121005028636,13.75
Cotton,Peaty,5.5,20,80,11,60.50000000000001,49.50000000000001,42.0,25,2014,9,19,19.770853261193096,80.0,10.622626884666223,25.33333333333333
Wheat,Saline,8.0,16,80,10,71.5,55.0,40.5,14,2021,1,1,16.298403798282767,80.0,10.4406355575351,13.916666666666666
Corn,Sandy,6.75,35,65,11,60.0,44.0,30.0,39,2017,8,6,35.27932660722163,64.72067339277837,11.175207068930982,39.08333333333333
Soybean,Sandy,6.75,11,80,8,45.0,40.0,33.0,34,2014,2,7,11.33623185155002,80.0,7.894984269927773,34.41666666666667
Rice,Saline,8.0,13,80,15,84.5,66.0,49.50000000000001,17,2018,1,24,12.678444237275585,80.0,14.680257476462613,16.666666666666668
Barley,Sandy,6.75,16,80,12,50.0,40.0,30.0,35,2020,9,30,16.009480782335785,80.0,11.623321395302986,35.0
Sunflower,Peaty,5.5,19,80,9,55.0,49.50000000000001,38.5,24,2022,4,13,19.15108606722464,80.0,8.521015128086873,23.83333333333333
Cotton,Clay,6.25,16,80,12,66.0,55.00000000000001,48.0,49,2019,11,13,15.720413707046346,80.0,11.76108673293776,49.29166666666667
Potato,Clay,6.25,5,80,8,66.0,50.0,36.0,44,2021,12,16,4.9212044401140815,80.0,8.233590264517943,44.33333333333333
Wheat,Sandy,6.75,23,77,11,55.00000000000001,40.0,27.0,36,2016,3,14,22.90752428111889,77.0924757188811,10.953207956796913,35.58333333333333
Barley,Loamy,6.5,15,80,4,70.0,60.0,50.0,60,2020,2,27,14.528089085276578,80.0,3.9341217858491664,60.0
Soybean,Clay,6.25,20,80,13,54.0,50.0,44.0,43,2020,10,2,20.270903623805623,79.72909637619438,12.803712226600291,43.16666666666667
Cotton,Peaty,5.5,25,75,13,60.50000000000001,49.50000000000001,42.0,25,2022,11,22,24.735636353577867,75.26436364642214,12.60227144585476,25.33333333333333
Cotton,Sandy,6.75,21,79,14,55.00000000000001,44.0,36.0,39,2014,11,22,21.25940180046428,78.74059819953573,13.518946235726384,39.375
Soybean,Loamy,6.5,10,80,10,63.0,60.0,55.00000000000001,59,2020,11,13,9.930202281370788,80.0,10.018102101983612,59.333333333333336
Sugarcane,Saline,8.0,17,80,9,84.5,66.0,54.0,17,2023,11,26,16.72854842927936,80.0,8.637275288450647,17.041666666666668
Sugarcane,Peaty,5.5,32,68,5,71.5,54.0,42.0,28,2020,6,30,32.022441589251976,67.97755841074803,5.209384482807719,27.916666666666668
Tomato,Clay,6.25,20,80,8,60.0,45.0,40.0,42,2017,4,5,20.4469045610591,79.5530954389409,7.819146261916114,42.29166666666667
Rice,Peaty,5.5,27,73,10,71.5,54.0,38.5,27,2023,2,20,27.197013152321347,72.80298684767865,10.266481642601086,27.33333333333333
Barley,Saline,8.0,21,79,8,65.0,55.0,45.0,14,2021,1,8,21.072798158952136,78.92720184104786,8.38566337206935,13.75
Sugarcane,Sandy,6.75,38,62,6,65.0,48.0,36.0,43,2017,7,9,37.52327293452464,62.47672706547536,6.245632033717406,43.45833333333333
Rice,Loamy,6.5,34,66,13,91.0,72.0,55.00000000000001,73,2021,3,30,34.0173965110702,65.9826034889298,12.769460153458356,72.66666666666667
Rice,Saline,8.0,27,73,7,84.5,66.0,49.50000000000001,17,2018,10,19,27.38696969825968,72.61303030174032,6.886066898376901,16.666666666666668
Sugarcane,Loamy,6.5,38,62,11,91.0,72.0,60.0,74,2021,7,2,37.56122620159949,62.43877379840051,11.18398563909168,74.33333333333333
Sugarcane,Sandy,6.75,37,63,16,65.0,48.0,36.0,43,2022,8,13,37.40915187852713,62.59084812147287,15.99254104849468,43.45833333333333
Potato,Saline,8.0,30,70,14,71.5,55.0,40.5,14,2016,3,7,29.58569330760256,70.41430669239745,13.693173710066697,13.916666666666666
Barley,Loamy,6.5,14,80,10,70.0,60.0,50.0,60,2017,10,8,14.263375111630532,80.0,9.740389190362269,60.0
Sugarcane,Peaty,5.5,24,76,12,71.5,54.0,42.0,28,2022,5,2,24.023471461486,75.976528538514,11.605427120391075,27.916666666666668
Potato,Loamy,6.5,37,63,9,77.0,60.0,45.0,61,2019,8,1,36.95972608049547,63.04027391950453,9.29159372759434,60.66666666666666
Potato,Clay,6.25,12,80,8,66.0,50.0,36.0,44,2021,2,23,11.92256579597676,80.0,8.394559883409366,44.33333333333333
Potato,Sandy,6.75,18,80,9,55.00000000000001,40.0,27.0,36,2021,12,31,17.64824615503916,80.0,9.22397395143236,35.58333333333333
Barley,Peaty,5.5,37,63,4,55.0,45.0,35.0,22,2023,7,31,36.83114741089302,63.16885258910698,4.432517497625943,22.5
Wheat,Saline,8.0,35,65,8,71.5,55.0,40.5,14,2018,7,4,35.311484728100034,64.68851527189997,8.189009734260106,13.916666666666666
Barley,Clay,6.25,33,67,9,60.0,50.0,40.0,44,2020,6,17,32.889345544045455,67.11065445595455,9.476940424302972,43.75
Barley,Sandy,6.75,27,73,6,50.0,40.0,30.0,35,2021,4,29,26.85391391567473,73.14608608432528,6.432266141386632,35.0
Rice,Peaty,5.5,35,65,12,71.5,54.0,38.5,27,2018,6,17,34.6622653126099,65.33773468739011,12.056983302086325,27.33333333333333
Cotton,Peaty,5.5,26,74,10,60.50000000000001,49.50000000000001,42.0,25,2018,3,7,26.45397335768412,73.54602664231588,9.835871035513405,25.33333333333333
Barley,Clay,6.25,39,61,12,60.0,50.0,40.0,44,2017,8,27,38.82776001136517,61.17223998863484,12.01799391634239,43.75
Barley,Saline,8.0,12,80,10,65.0,55.0,45.0,14,2019,12,12,12.371343829008255,80.0,10.344919029553791,13.75
Barley,Saline,8.0,32,68,10,65.0,55.0,45.0,14,2014,7,11,31.77319084554489,68.22680915445511,10.29023173881714,13.75
Rice,Saline,8.0,24,76,12,84.5,66.0,49.50000000000001,17,2023,4,23,23.74025895779958,76.25974104220042,12.441535305669174,16.666666666666668
Sugarcane,Peaty,5.5,29,71,13,71.5,54.0,42.0,28,2015,3,8,28.80625249839711,71.19374750160289,13.492261667114558,27.916666666666668
Tomato,Loamy,6.5,33,67,17,70.0,54.0,50.0,58,2016,5,4,33.162449481868435,66.83755051813156,16.834973904386374,58.0
Rice,Saline,8.0,18,80,11,84.5,66.0,49.50000000000001,17,2015,5,16,18.42991668209895,80.0,10.61427476447005,16.666666666666668
Wheat,Loamy,6.5,22,78,8,77.0,60.0,45.0,61,2019,10,30,21.94853131795217,78.05146868204783,8.057405864720247,60.66666666666666
Tomato,Clay,6.25,21,79,10,60.0,45.0,40.0,42,2021,9,12,20.79359809079758,79.20640190920241,10.455956504298218,42.29166666666667
Tomato,Peaty,5.5,15,80,11,55.0,40.5,35.0,22,2022,12,21,14.718132895705647,80.0,10.891516373632822,21.75
Tomato,Sandy,6.75,16,80,7,50.0,36.0,30.0,34,2017,12,21,16.17715450599344,80.0,6.505979359246918,33.83333333333333
Sunflower,Peaty,5.5,21,79,14,55.0,49.50000000000001,38.5,24,2015,10,7,20.552376219476,79.447623780524,14.12879862751178,23.83333333333333
Cotton,Clay,6.25,16,80,13,66.0,55.00000000000001,48.0,49,2019,9,27,15.971817522453296,80.0,12.765561814810154,49.29166666666667
Sugarcane,Peaty,5.5,16,80,2,71.5,54.0,42.0,28,2022,11,13,16.31780378546455,80.0,2.398690893235689,27.916666666666668
Corn,Peaty,5.5,40,60,11,66.0,49.50000000000001,35.0,25,2017,7,5,40.18873659511236,59.81126340488764,10.99885103417714,25.08333333333333
